date,trade_date,usd,gbp,eur,jpy
2011-10-11,11-Oct-2011,49.0333,76.5998,66.8029,63.93
2011-10-12,12-Oct-2011,49.241,76.8012,67.1707,64.19
2011-10-13,13-Oct-2011,49.0228,77.1276,67.5553,63.61
2011-10-14,14-Oct-2011,49.0675,77.4187,67.7248,63.78
2011-10-17,17-Oct-2011,48.8925,77.3113,67.788,63.39
2011-10-18,18-Oct-2011,49.136,77.5833,67.5815,63.97
2011-10-19,19-Oct-2011,49.1775,77.4939,67.9645,64.07
2011-10-20,20-Oct-2011,49.711,78.086,68.0541,64.78
2011-10-21,21-Oct-2011,50.067,79.1559,69.035,65.26
2011-10-24,24-Oct-2011,49.8745,79.7294,69.5253,65.37
2011-10-25,25-Oct-2011,49.6598,79.3862,69.151,65.28
2011-10-28,28-Oct-2011,48.821,78.5676,69.2853,64.36
2011-10-31,31-Oct-2011,48.873,78.1137,68.3616,61.51
2011-11-01,01-Nov-2011,49.0775,78.7817,67.7597,62.82
2011-11-02,02-Nov-2011,49.2508,78.7348,67.6445,63.06
2011-11-03,03-Nov-2011,49.3748,78.4961,67.592,63.26
2011-11-04,04-Nov-2011,49.084,78.6522,67.791,62.85
2011-11-08,08-Nov-2011,49.38,79.1981,67.8411,63.27
2011-11-09,09-Nov-2011,49.781,80.1051,68.8169,64.16
2011-11-11,11-Nov-2011,50.2795,80.0776,68.446,64.83
2011-11-14,14-Nov-2011,50.0845,80.3631,68.8325,64.93
2011-11-15,15-Nov-2011,50.5645,80.299,68.7875,65.6
2011-11-16,16-Nov-2011,50.901,80.304,68.475,66.06
2011-11-17,17-Nov-2011,50.722,79.877,68.4619,65.86
2011-11-18,18-Nov-2011,51.353,80.9734,69.2589,66.8
2011-11-21,21-Nov-2011,51.7165,81.4173,69.8883,67.31
2011-11-22,22-Nov-2011,52.7015,82.4436,71.0788,68.41
2011-11-23,23-Nov-2011,52.1005,81.3028,70.0732,67.61
2011-11-24,24-Nov-2011,52.25,81.2279,69.8261,67.75
2011-11-25,25-Nov-2011,52.1665,80.6442,69.4263,67.39
2011-11-28,28-Nov-2011,51.983,80.5892,69.1243,66.98
2011-11-29,29-Nov-2011,51.9308,80.6226,69.3658,66.55
2011-11-30,30-Nov-2011,52.165,81.2887,69.4735,66.93
2011-12-01,01-Dec-2011,51.652,81.0575,69.5086,66.5
2011-12-02,02-Dec-2011,51.3523,80.505,69.138,66.02
2011-12-05,05-Dec-2011,51.3925,80.2031,68.9227,65.91
2011-12-07,07-Dec-2011,51.449,80.3788,69.1235,66.19
2011-12-08,08-Dec-2011,51.778,81.3225,69.4246,66.69
2011-12-09,09-Dec-2011,52.2285,81.5496,69.6008,67.33
2011-12-12,12-Dec-2011,52.4238,81.9227,69.9405,67.52
2011-12-13,13-Dec-2011,53.403,83.3247,70.4435,68.58
2011-12-14,14-Dec-2011,53.577,82.9747,69.8925,68.75
2011-12-15,15-Dec-2011,54.2355,83.7667,70.4602,69.49
2011-12-16,16-Dec-2011,52.814,82.0043,68.8091,67.8
2011-12-19,19-Dec-2011,52.9575,82.0365,68.9065,67.95
2011-12-20,20-Dec-2011,53.027,82.3403,68.9987,68.03
2011-12-21,21-Dec-2011,52.675,82.5259,69.1277,67.72
2011-12-22,22-Dec-2011,52.7825,82.7313,68.8775,67.63
2011-12-23,23-Dec-2011,52.722,82.705,68.9048,67.53
2011-12-26,26-Dec-2011,52.8205,82.4739,68.9345,67.75
2011-12-27,27-Dec-2011,52.8945,82.7111,69.1508,67.9
2011-12-28,28-Dec-2011,53.2145,83.3179,69.5113,68.39
2011-12-29,29-Dec-2011,53.3585,82.5082,68.9881,68.67
2011-12-30,30-Dec-2011,53.266,82.0989,68.9005,68.68
2012-01-02,02-Jan-2012,53.2975,82.6644,68.9095,69.25
2012-01-03,03-Jan-2012,53.2288,82.8666,69.1265,69.35
2012-01-04,04-Jan-2012,53.14,83.0844,69.2485,69.31
2012-01-05,05-Jan-2012,52.781,82.3331,68.1905,68.82
2012-01-06,06-Jan-2012,52.7838,81.7885,67.4618,68.34
2012-01-09,09-Jan-2012,52.7325,81.3399,67.0098,68.54
2012-01-10,10-Jan-2012,52.2255,80.8399,66.7978,67.99
2012-01-11,11-Jan-2012,51.7495,80.0099,65.991,67.29
2012-01-12,12-Jan-2012,51.829,79.4228,65.9013,67.41
2012-01-13,13-Jan-2012,51.431,79.1009,66.1743,67.05
2012-01-16,16-Jan-2012,51.6545,79.0985,65.3173,67.24
2012-01-17,17-Jan-2012,51.065,78.4818,64.9998,66.59
2012-01-18,18-Jan-2012,50.6655,77.7209,64.6314,66.07
2012-01-19,19-Jan-2012,50.289,77.601,64.6664,65.53
2012-01-20,20-Jan-2012,50.3288,77.9694,65.307,65.27
2012-01-23,23-Jan-2012,50.2435,78.1286,64.7876,65.24
2012-01-24,24-Jan-2012,49.9673,77.7441,65.0887,64.9
2012-01-25,25-Jan-2012,50.0215,78.0535,65.1255,64.19
2012-01-27,27-Jan-2012,49.648,77.7984,65.0492,64.45
2012-01-30,30-Jan-2012,49.503,77.7395,65.1882,64.57
2012-01-31,31-Jan-2012,49.6825,78.1704,65.5157,65.18
2012-02-01,01-Feb-2012,49.5325,77.9493,64.6569,65.0
2012-02-02,02-Feb-2012,49.1288,77.8495,64.748,64.54
2012-02-03,03-Feb-2012,48.964,77.4659,64.3953,64.24
2012-02-06,06-Feb-2012,48.679,76.7522,63.5678,63.46
2012-02-07,07-Feb-2012,48.915,77.3053,64.1188,63.79
2012-02-08,08-Feb-2012,49.0683,78.0873,65.1526,63.65
2012-02-09,09-Feb-2012,49.2895,78.0992,65.5895,63.86
2012-02-10,10-Feb-2012,49.6445,78.3539,65.7995,63.94
2012-02-13,13-Feb-2012,49.318,77.8435,65.352,63.56
2012-02-14,14-Feb-2012,49.3313,77.4107,64.8391,63.25
2012-02-15,15-Feb-2012,49.252,77.4537,64.89,62.76
2012-02-17,17-Feb-2012,49.2128,77.7513,64.5849,62.2
2012-02-21,21-Feb-2012,49.0835,77.7973,65.1705,61.52
2012-02-22,22-Feb-2012,49.2453,76.7485,65.1638,61.53
2012-02-23,23-Feb-2012,49.245,77.1866,65.2903,61.35
2012-02-24,24-Feb-2012,49.065,77.1891,65.5701,61.0
2012-02-27,27-Feb-2012,49.0475,77.7795,65.89,60.54
2012-02-28,28-Feb-2012,49.143,77.8573,66.0625,60.99
2012-02-29,29-Feb-2012,48.9408,77.9529,65.9375,60.94
2012-03-01,01-Mar-2012,49.1545,78.249,65.5692,60.67
2012-03-02,02-Mar-2012,49.3525,78.6827,65.6263,60.61
2012-03-05,05-Mar-2012,49.7958,78.7919,65.7392,61.27
2012-03-06,06-Mar-2012,50.0265,79.317,66.0203,61.39
2012-03-07,07-Mar-2012,50.5733,79.567,66.4959,62.63
2012-03-09,09-Mar-2012,50.015,79.0087,66.1776,61.31
2012-03-12,12-Mar-2012,49.9448,78.2535,65.3999,60.72
2012-03-13,13-Mar-2012,49.845,77.9675,65.6151,60.67
2012-03-14,14-Mar-2012,49.903,78.1481,65.0885,59.97
2012-03-15,15-Mar-2012,50.2225,78.6384,65.5355,59.92
2012-03-16,16-Mar-2012,50.313,79.0468,65.8262,60.28
2012-03-19,19-Mar-2012,50.1245,79.3721,66.0025,60.12
2012-03-20,20-Mar-2012,50.2545,79.7639,66.5226,60.25
2012-03-21,21-Mar-2012,50.5935,80.3425,67.1366,60.44
2012-03-22,22-Mar-2012,50.9055,80.7718,67.4035,61.09
2012-03-26,26-Mar-2012,51.309,81.3658,67.9785,62.13
2012-03-27,27-Mar-2012,50.9083,81.27,67.986,61.47
2012-03-28,28-Mar-2012,50.9175,81.2134,67.85,61.52
2012-03-29,29-Mar-2012,51.145,81.4126,68.224,62.02
2012-03-30,30-Mar-2012,51.1565,81.7992,68.3403,62.43
2012-04-03,03-Apr-2012,50.5645,81.0498,67.4854,61.63
2012-04-04,04-Apr-2012,51.0465,81.0874,67.3936,61.75
2012-04-09,09-Apr-2012,51.2765,81.3809,67.0133,62.99
2012-04-10,10-Apr-2012,51.204,81.5014,67.1545,63.0
2012-04-11,11-Apr-2012,51.547,81.9494,67.5668,63.72
2012-04-12,12-Apr-2012,51.442,81.9625,67.6087,63.52
2012-04-13,13-Apr-2012,51.4175,81.9338,67.6685,63.5
2012-04-16,16-Apr-2012,51.659,81.7969,67.1825,64.17
2012-04-17,17-Apr-2012,51.6265,81.939,67.6546,64.19
2012-04-18,18-Apr-2012,51.5035,81.9884,67.5415,63.31
2012-04-19,19-Apr-2012,51.893,83.1845,68.063,63.65
2012-04-20,20-Apr-2012,51.9995,83.5398,68.398,63.7
2012-04-23,23-Apr-2012,52.2295,84.16,68.8375,64.27
2012-04-24,24-Apr-2012,52.791,85.1704,69.5325,65.25
2012-04-25,25-Apr-2012,52.485,84.6583,69.252,64.5
2012-04-26,26-Apr-2012,52.567,85.0271,69.563,64.78
2012-04-27,27-Apr-2012,52.6813,85.1224,69.3815,65.18
2012-04-30,30-Apr-2012,52.5193,85.4935,69.6135,65.54
2012-05-02,02-May-2012,52.9305,85.8533,69.9425,65.87
2012-05-03,03-May-2012,53.2395,86.1415,69.9815,66.36
2012-05-04,04-May-2012,53.7225,86.9821,70.6465,67.01
2012-05-07,07-May-2012,53.342,86.0913,69.3655,66.87
2012-05-08,08-May-2012,52.855,85.4428,68.8078,66.12
2012-05-09,09-May-2012,53.46,86.2711,69.4005,67.0
2012-05-10,10-May-2012,53.3375,86.1081,69.068,66.93
2012-05-11,11-May-2012,53.641,86.4237,69.288,67.2
2012-05-14,14-May-2012,53.7118,86.3444,69.226,67.1
2012-05-15,15-May-2012,53.84,86.7201,69.173,67.41
2012-05-16,16-May-2012,54.2925,86.6074,68.8719,67.57
2012-05-17,17-May-2012,54.3875,86.5577,69.3003,67.73
2012-05-18,18-May-2012,54.8755,86.4646,69.4885,69.21
2012-05-21,21-May-2012,54.681,86.5245,69.8556,69.02
2012-05-22,22-May-2012,54.8845,86.841,70.2093,69.08
2012-05-23,23-May-2012,55.93,88.1485,70.877,70.32
2012-05-24,24-May-2012,56.287,88.258,70.816,70.81
2012-05-25,25-May-2012,55.7253,87.263,69.894,69.98
2012-05-28,28-May-2012,55.2625,86.8008,69.634,69.63
2012-05-29,29-May-2012,55.5835,87.1438,69.7325,69.93
2012-05-30,30-May-2012,56.006,87.4814,69.8495,70.51
2012-05-31,31-May-2012,56.4225,87.3759,69.9513,71.57
2012-06-01,01-Jun-2012,55.9175,86.0347,69.1297,71.29
2012-06-04,04-Jun-2012,55.5155,85.2912,68.863,71.01
2012-06-05,05-Jun-2012,55.5615,85.5175,69.5025,70.82
2012-06-06,06-Jun-2012,55.4958,85.5773,69.301,70.4
2012-06-07,07-Jun-2012,55.1455,85.2219,69.2433,69.51
2012-06-08,08-Jun-2012,55.364,85.6398,69.2125,69.88
2012-06-11,11-Jun-2012,55.2385,85.9345,69.8215,69.42
2012-06-12,12-Jun-2012,56.0545,86.6911,69.9805,70.47
2012-06-13,13-Jun-2012,55.8505,86.8782,69.8792,70.12
2012-06-14,14-Jun-2012,55.794,86.3719,70.0703,70.29
2012-06-15,15-Jun-2012,55.763,86.6892,70.4411,70.69
2012-06-18,18-Jun-2012,55.599,87.3405,70.664,70.18
2012-06-19,19-Jun-2012,56.0143,87.85,70.5436,70.92
2012-06-20,20-Jun-2012,55.8585,87.9325,70.8838,70.77
2012-06-21,21-Jun-2012,56.4178,88.4462,71.5215,70.85
2012-06-22,22-Jun-2012,56.9928,88.9743,71.5745,70.88
2012-06-25,25-Jun-2012,56.534,88.0941,70.8308,70.55
2012-06-26,26-Jun-2012,57.0728,88.9594,71.4005,71.6
2012-06-27,27-Jun-2012,57.2165,89.4208,71.4625,71.93
2012-06-28,28-Jun-2012,56.9195,88.9054,71.2483,71.68
2012-06-29,29-Jun-2012,56.309,88.0616,70.908,70.9
2012-07-02,02-Jul-2012,55.83,87.4074,70.4295,70.15
2012-07-03,03-Jul-2012,54.8125,86.0392,69.0615,68.71
2012-07-04,04-Jul-2012,54.5525,85.4783,68.702,68.4
2012-07-05,05-Jul-2012,55.025,85.9325,68.966,69.06
2012-07-06,06-Jul-2012,55.415,86.0429,68.6085,69.39
2012-07-09,09-Jul-2012,56.0215,86.7773,68.8275,70.32
2012-07-10,10-Jul-2012,55.8055,86.532,68.5845,70.22
2012-07-11,11-Jul-2012,55.365,85.9486,67.873,69.82
2012-07-12,12-Jul-2012,55.6985,86.2825,68.1465,70.11
2012-07-13,13-Jul-2012,55.656,85.8883,67.8783,70.26
2012-07-16,16-Jul-2012,54.918,85.4689,67.1525,69.51
2012-07-17,17-Jul-2012,55.1455,86.2972,67.726,69.88
2012-07-18,18-Jul-2012,55.3395,86.551,67.954,70.05
2012-07-19,19-Jul-2012,55.383,86.7464,68.0639,70.47
2012-07-20,20-Jul-2012,55.1515,86.5768,67.603,70.22
2012-07-23,23-Jul-2012,55.7643,86.7971,67.4328,71.42
2012-07-24,24-Jul-2012,56.015,86.8905,67.8361,71.58
2012-07-25,25-Jul-2012,56.3755,87.444,68.0455,72.12
2012-07-26,26-Jul-2012,55.948,86.5572,67.9535,71.56
2012-07-27,27-Jul-2012,55.413,86.9319,68.101,70.84
2012-07-30,30-Jul-2012,55.4428,87.1228,68.1465,70.74
2012-07-31,31-Jul-2012,55.807,87.6672,68.452,71.35
2012-08-01,01-Aug-2012,55.4825,,,
2012-08-02,02-Aug-2012,55.7765,86.7492,68.3157,71.12
2012-08-03,03-Aug-2012,56.0845,87.0263,68.3605,71.68
2012-08-06,06-Aug-2012,55.473,86.6044,68.6615,70.77
2012-08-07,07-Aug-2012,55.4995,86.3961,68.699,70.92
2012-08-08,08-Aug-2012,55.145,86.0041,68.3135,70.38
2012-08-09,09-Aug-2012,55.1715,86.4262,68.269,70.28
2012-08-10,10-Aug-2012,55.344,86.4501,68.0425,70.51
2012-08-13,13-Aug-2012,55.418,86.779,68.0311,70.79
2012-08-14,14-Aug-2012,55.6435,87.3102,68.8135,70.85
2012-08-16,16-Aug-2012,55.989,87.55,68.6855,70.64
2012-08-17,17-Aug-2012,55.7023,87.5473,68.851,70.18
2012-08-21,21-Aug-2012,55.5405,87.393,68.7185,70.05
2012-08-22,22-Aug-2012,55.5105,87.5956,69.1465,70.01
2012-08-23,23-Aug-2012,55.1855,87.6511,69.1584,70.3
2012-08-24,24-Aug-2012,55.382,87.7971,69.476,70.47
2012-08-27,27-Aug-2012,55.593,87.8703,69.496,70.62
2012-08-28,28-Aug-2012,55.7795,88.0424,69.621,71.01
2012-08-29,29-Aug-2012,55.6653,88.0458,69.9158,70.9
2012-08-30,30-Aug-2012,55.6485,88.1027,69.836,70.78
2012-08-31,31-Aug-2012,55.7215,87.9508,69.6555,71.04
2012-09-03,03-Sep-2012,55.454,87.9833,69.6955,70.83
2012-09-04,04-Sep-2012,55.536,88.23,70.019,70.85
2012-09-05,05-Sep-2012,55.895,88.6271,70.025,71.33
2012-09-06,06-Sep-2012,55.9735,89.0203,70.614,71.39
2012-09-07,07-Sep-2012,55.523,88.4926,70.2025,70.31
2012-09-10,10-Sep-2012,55.339,88.5037,70.7425,70.71
2012-09-11,11-Sep-2012,55.5223,88.8468,70.85,70.99
2012-09-12,12-Sep-2012,55.2605,88.8534,71.131,70.93
2012-09-13,13-Sep-2012,55.443,89.3076,71.616,71.33
2012-09-14,14-Sep-2012,54.727,88.6085,71.3415,70.55
2012-09-17,17-Sep-2012,53.974,87.5242,70.8415,68.95
2012-09-18,18-Sep-2012,54.257,88.1459,71.0335,68.99
2012-09-20,20-Sep-2012,54.3375,87.9072,70.5725,69.49
2012-09-21,21-Sep-2012,53.9055,87.6018,70.0095,68.98
2012-09-24,24-Sep-2012,53.293,86.4359,68.951,68.28
2012-09-25,25-Sep-2012,53.534,86.8214,69.0295,68.86
2012-09-26,26-Sep-2012,53.5785,86.6043,68.939,68.93
2012-09-27,27-Sep-2012,53.255,86.2332,68.6385,68.56
2012-09-28,28-Sep-2012,52.697,85.7117,68.1485,68.0
2012-10-03,03-Oct-2012,52.3345,84.3004,67.4485,66.89
2012-10-04,04-Oct-2012,51.9755,83.6754,67.198,66.14
2012-10-05,05-Oct-2012,51.6185,83.5704,67.1735,65.83
2012-10-08,08-Oct-2012,52.2145,84.0027,67.7515,66.46
2012-10-09,09-Oct-2012,52.375,83.999,67.9895,66.85
2012-10-10,10-Oct-2012,53.0445,84.8341,68.21,67.82
2012-10-11,11-Oct-2012,53.073,84.9486,68.2365,68.06
2012-10-12,12-Oct-2012,52.7,84.5097,68.1585,67.21
2012-10-15,15-Oct-2012,53.1198,85.1457,68.602,67.65
2012-10-16,16-Oct-2012,52.8193,84.9598,68.6125,66.95
2012-10-17,17-Oct-2012,52.751,85.0768,69.0385,67.07
2012-10-18,18-Oct-2012,52.969,85.4549,69.456,66.94
2012-10-19,19-Oct-2012,53.7175,86.1468,70.169,67.71
2012-10-22,22-Oct-2012,53.6735,86.0494,70.0675,67.45
2012-10-23,23-Oct-2012,53.5895,85.8129,69.907,67.09
2012-10-25,25-Oct-2012,53.63,86.178,69.7455,66.91
2012-10-29,29-Oct-2012,53.8065,86.5209,69.4965,67.51
2012-10-30,30-Oct-2012,54.165,86.8319,69.8495,68.22
2012-10-31,31-Oct-2012,54.1175,87.0751,70.1495,67.99
2012-11-01,01-Nov-2012,53.7798,86.7683,69.7105,67.25
2012-11-02,02-Nov-2012,53.6645,86.3676,69.2425,66.85
2012-11-06,06-Nov-2012,54.5955,87.3091,69.8635,68.19
2012-11-07,07-Nov-2012,54.252,87.0039,69.8325,67.77
2012-11-08,08-Nov-2012,54.4403,87.001,69.4755,68.12
2012-11-09,09-Nov-2012,54.34,86.9685,69.4274,68.31
2012-11-12,12-Nov-2012,54.934,87.3835,69.9335,69.13
2012-11-15,15-Nov-2012,54.959,87.1045,70.0345,68.03
2012-11-16,16-Nov-2012,54.9915,87.211,70.223,67.88
2012-11-19,19-Nov-2012,54.9665,87.4957,70.1595,67.65
2012-11-20,20-Nov-2012,54.91,87.3838,70.238,67.55
2012-11-21,21-Nov-2012,55.2025,87.7913,70.4255,67.39
2012-11-22,22-Nov-2012,55.1575,88.0314,70.8575,66.89
2012-11-23,23-Nov-2012,55.3445,88.2966,71.3665,67.24
2012-11-26,26-Nov-2012,55.692,89.1963,72.1005,67.84
2012-11-27,27-Nov-2012,55.7045,89.3444,72.35,67.72
2012-11-29,29-Nov-2012,55.202,88.3756,71.47,67.2
2012-11-30,30-Nov-2012,54.5265,87.4823,70.888,66.17
2012-12-03,03-Dec-2012,54.561,87.4558,71.0815,66.27
2012-12-04,04-Dec-2012,54.9473,88.4212,71.71,66.94
2012-12-05,05-Dec-2012,54.569,87.8997,71.529,66.34
2012-12-06,06-Dec-2012,54.465,87.6287,71.115,66.1
2012-12-07,07-Dec-2012,54.2018,86.9993,70.2175,65.77
2012-12-10,10-Dec-2012,54.3405,87.0888,70.132,65.94
2012-12-11,11-Dec-2012,54.316,87.3619,70.3615,65.98
2012-12-12,12-Dec-2012,54.2725,87.4276,70.547,65.66
2012-12-13,13-Dec-2012,54.232,87.5304,70.944,64.86
2012-12-14,14-Dec-2012,54.388,87.7822,71.292,64.86
2012-12-17,17-Dec-2012,54.629,88.4006,71.8595,65.0
2012-12-18,18-Dec-2012,54.849,88.9267,72.244,65.31
2012-12-19,19-Dec-2012,54.7365,89.018,72.4775,64.92
2012-12-20,20-Dec-2012,54.842,89.1128,72.4667,65.31
2012-12-21,21-Dec-2012,55.086,89.5368,72.773,65.5
2012-12-24,24-Dec-2012,55.0858,89.0958,72.6164,65.29
2012-12-26,26-Dec-2012,54.9635,88.6781,72.4525,64.46
2012-12-27,27-Dec-2012,54.8465,88.5497,72.633,63.98
2012-12-28,28-Dec-2012,54.8473,88.3974,72.6298,63.46
2012-12-31,31-Dec-2012,54.7773,88.5092,72.2605,63.66
2013-01-01,01-Jan-2013,54.832,89.2254,72.4803,63.21
2013-01-02,02-Jan-2013,54.389,88.7574,72.19,62.32
2013-01-03,03-Jan-2013,54.4153,88.2888,71.4945,62.36
2013-01-04,04-Jan-2013,54.8458,88.1646,71.5405,62.5
2013-01-07,07-Jan-2013,54.978,88.1077,71.669,62.67
2013-01-08,08-Jan-2013,55.3278,89.0501,72.568,63.33
2013-01-09,09-Jan-2013,54.9625,88.2286,71.9235,62.86
2013-01-10,10-Jan-2013,54.6305,87.5017,71.3235,61.99
2013-01-11,11-Jan-2013,54.539,88.0532,72.2945,61.26
2013-01-14,14-Jan-2013,54.6355,88.1735,73.1273,60.98
2013-01-15,15-Jan-2013,54.5425,87.6934,72.8525,61.3
2013-01-16,16-Jan-2013,54.826,87.9902,72.8285,62.2
2013-01-17,17-Jan-2013,54.6428,87.4558,72.6545,61.65
2013-01-18,18-Jan-2013,53.9465,86.2416,72.205,59.91
2013-01-21,21-Jan-2013,53.8735,85.5296,71.776,60.11
2013-01-22,22-Jan-2013,53.5115,84.8478,71.4275,59.98
2013-01-23,23-Jan-2013,53.771,85.1356,71.567,60.96
2013-01-24,24-Jan-2013,53.8515,85.255,71.721,60.3
2013-01-28,28-Jan-2013,53.8905,84.926,72.507,59.29
2013-01-29,29-Jan-2013,53.7015,84.3543,72.2115,59.17
2013-01-30,30-Jan-2013,53.5678,84.3746,72.234,58.95
2013-01-31,31-Jan-2013,53.289,84.2233,72.2325,58.66
2013-02-01,01-Feb-2013,53.3238,84.5982,72.6296,57.85
2013-02-04,04-Feb-2013,52.973,83.1703,72.206,57.17
2013-02-05,05-Feb-2013,53.2945,83.9655,71.8773,57.71
2013-02-06,06-Feb-2013,53.0855,83.116,72.0165,56.59
2013-02-07,07-Feb-2013,53.1445,83.2695,71.9355,56.75
2013-02-08,08-Feb-2013,53.5695,84.2541,71.785,57.42
2013-02-11,11-Feb-2013,53.6793,84.8455,71.869,58.01
2013-02-12,12-Feb-2013,53.9585,84.4882,72.2305,57.43
2013-02-13,13-Feb-2013,53.85,84.426,72.397,57.86
2013-02-14,14-Feb-2013,53.8715,83.587,72.376,57.6
2013-02-15,15-Feb-2013,53.9885,83.72,72.0865,58.38
2013-02-18,18-Feb-2013,54.2895,84.0944,72.4405,57.79
2013-02-20,20-Feb-2013,54.051,83.4493,72.5355,57.95
2013-02-21,21-Feb-2013,54.48,82.7143,72.2318,58.33
2013-02-22,22-Feb-2013,54.427,83.2026,71.9061,58.34
2013-02-25,25-Feb-2013,54.0415,81.8026,71.413,57.36
2013-02-26,26-Feb-2013,54.0645,82.1537,70.6105,58.81
2013-02-27,27-Feb-2013,53.835,81.2424,70.3855,58.68
2013-02-28,28-Feb-2013,53.7735,81.569,70.6805,58.24
2013-03-01,01-Mar-2013,54.4815,82.7193,71.2736,58.91
2013-03-04,04-Mar-2013,55.0518,82.7484,71.6145,58.97
2013-03-05,05-Mar-2013,54.652,82.6584,71.2092,58.75
2013-03-06,06-Mar-2013,54.7065,82.7873,71.4295,58.69
2013-03-07,07-Mar-2013,54.7393,82.1418,71.1265,58.29
2013-03-08,08-Mar-2013,54.4035,81.5672,71.2385,57.06
2013-03-11,11-Mar-2013,54.2933,81.087,70.6107,56.52
2013-03-12,12-Mar-2013,54.3365,80.8989,70.7315,56.4
2013-03-13,13-Mar-2013,54.11,80.8376,70.5545,56.53
2013-03-14,14-Mar-2013,54.442,81.3336,70.5005,56.73
2013-03-15,15-Mar-2013,54.1605,81.7444,70.5023,56.36
2013-03-18,18-Mar-2013,54.2915,81.9394,70.0187,57.5
2013-03-19,19-Mar-2013,54.2635,81.9352,70.214,56.87
2013-03-20,20-Mar-2013,54.378,82.07,70.0365,57.22
2013-03-21,21-Mar-2013,54.281,82.0593,70.228,56.71
2013-03-22,22-Mar-2013,54.335,82.5566,70.1005,57.37
2013-03-25,25-Mar-2013,54.099,82.4658,70.4938,57.14
2013-03-26,26-Mar-2013,54.2735,82.4903,69.8803,57.63
2013-03-28,28-Mar-2013,54.3893,82.3209,69.5438,57.76
2013-04-02,02-Apr-2013,54.3345,82.7243,69.816,58.56
2013-04-03,03-Apr-2013,54.3885,82.0478,69.5881,58.15
2013-04-04,04-Apr-2013,54.646,82.4144,70.0795,57.37
2013-04-05,05-Apr-2013,54.8803,83.5415,70.9044,57.01
2013-04-08,08-Apr-2013,54.7215,83.8771,71.0502,55.51
2013-04-09,09-Apr-2013,54.4613,83.1297,70.9875,54.95
2013-04-10,10-Apr-2013,54.534,83.5952,71.326,55.03
2013-04-12,12-Apr-2013,54.4425,83.7761,71.331,54.77
2013-04-15,15-Apr-2013,54.626,83.698,71.415,55.67
2013-04-16,16-Apr-2013,54.329,83.1723,71.0531,55.7
2013-04-17,17-Apr-2013,53.9423,82.7691,71.0455,54.89
2013-04-18,18-Apr-2013,54.0298,82.4306,70.4933,55.14
2013-04-22,22-Apr-2013,54.1665,82.4522,70.7045,54.31
2013-04-23,23-Apr-2013,54.2995,82.8773,70.8017,54.99
2013-04-25,25-Apr-2013,54.1715,82.9853,70.6215,54.64
2013-04-26,26-Apr-2013,54.2935,83.8835,70.675,55.05
2013-04-29,29-Apr-2013,54.277,84.2325,70.903,55.51
2013-04-30,30-Apr-2013,54.219,84.0015,70.9775,55.47
2013-05-02,02-May-2013,53.7355,83.5426,70.7155,55.24
2013-05-03,03-May-2013,53.951,83.8075,70.4994,55.03
2013-05-06,06-May-2013,53.9495,84.0317,70.7203,54.36
2013-05-07,07-May-2013,54.16,83.8803,70.998,54.77
2013-05-08,08-May-2013,54.16,83.8803,70.998,54.77
2013-05-09,09-May-2013,54.2415,84.2967,71.362,54.95
2013-05-10,10-May-2013,54.5413,84.19,71.1075,53.97
2013-05-13,13-May-2013,54.915,84.4428,71.3167,54.03
2013-05-14,14-May-2013,54.6275,83.6729,71.0193,53.85
2013-05-15,15-May-2013,54.7835,83.3805,70.7189,53.55
2013-05-16,16-May-2013,54.7723,83.3141,70.4605,53.5
2013-05-17,17-May-2013,54.8865,83.658,70.5785,53.54
2013-05-20,20-May-2013,55.0368,83.6064,70.6835,53.6
2013-05-21,21-May-2013,55.0395,83.9517,70.9269,53.67
2013-05-22,22-May-2013,55.522,84.0936,71.6725,54.07
2013-05-24,24-May-2013,55.6075,83.984,71.9415,54.71
2013-05-27,27-May-2013,55.6198,84.1806,71.958,55.1
2013-05-28,28-May-2013,55.7423,84.1709,71.0265,54.65
2013-05-29,29-May-2013,56.243,84.5389,72.324,55.05
2013-05-30,30-May-2013,56.0995,85.131,72.7976,55.68
2013-05-31,31-May-2013,56.4958,86.0092,73.6807,56.03
2013-06-03,03-Jun-2013,56.574,86.1509,73.6405,56.35
2013-06-04,04-Jun-2013,56.6423,86.6854,73.972,56.51
2013-06-05,05-Jun-2013,56.4238,86.5372,73.859,56.7
2013-06-06,06-Jun-2013,56.869,87.6465,74.5155,57.37
2013-06-07,07-Jun-2013,56.7445,88.5328,75.2033,58.88
2013-06-10,10-Jun-2013,57.782,89.7123,76.236,58.79
2013-06-11,11-Jun-2013,58.9255,91.8059,78.1846,59.94
2013-06-12,12-Jun-2013,58.274,91.158,77.5045,60.27
2013-06-13,13-Jun-2013,58.414,91.6224,78.1193,62.08
2013-06-14,14-Jun-2013,57.741,90.6418,77.0225,60.93
2013-06-17,17-Jun-2013,57.731,90.6088,76.9628,60.85
2013-06-18,18-Jun-2013,58.4515,91.5993,77.911,61.59
2013-06-19,19-Jun-2013,58.7445,91.988,78.6996,61.82
2013-06-20,20-Jun-2013,59.7,92.2186,79.1871,61.46
2013-06-21,21-Jun-2013,59.3505,92.112,78.593,60.72
2013-06-24,24-Jun-2013,59.734,91.8171,78.2286,60.66
2013-06-25,25-Jun-2013,59.703,92.2531,78.3826,61.25
2013-06-26,26-Jun-2013,59.8538,92.3065,78.2265,61.36
