date,trade_date,usd,gbp,eur,jpy
2010-01-01,01-Jan-2010,46.65,,,
2010-01-04,04-Jan-2010,46.51,,,
2010-01-05,05-Jan-2010,46.2,,,
2010-01-06,06-Jan-2010,46.12,,,
2010-01-07,07-Jan-2010,45.87,,,
2010-01-08,08-Jan-2010,45.8,,,
2010-01-11,11-Jan-2010,45.36,,,
2010-01-12,12-Jan-2010,45.4,,,
2010-01-13,13-Jan-2010,45.68,,,
2010-01-14,14-Jan-2010,45.48,,,
2010-01-15,15-Jan-2010,45.67,,,
2010-01-18,18-Jan-2010,45.66,,,
2010-01-19,19-Jan-2010,45.62,,,
2010-01-20,20-Jan-2010,45.95,,,
2010-01-21,21-Jan-2010,45.97,,,
2010-01-22,22-Jan-2010,46.17,,,
2010-01-25,25-Jan-2010,46.18,,,
2010-01-27,27-Jan-2010,46.29,,,
2010-01-28,28-Jan-2010,46.31,,,
2010-01-29,29-Jan-2010,46.37,74.7832,64.63,51.59
2010-02-01,01-Feb-2010,46.34,73.9077,64.32,51.37
2010-02-02,02-Feb-2010,46.25,73.7757,64.39,50.96
2010-02-03,03-Feb-2010,46.04,73.7906,64.33,50.88
2010-02-04,04-Feb-2010,46.09,73.2209,63.96,50.65
2010-02-05,05-Feb-2010,46.56,73.2086,63.85,51.89
2010-02-08,08-Feb-2010,46.81,72.9019,63.8,52.39
2010-02-09,09-Feb-2010,46.68,72.9398,63.94,52.2
2010-02-10,10-Feb-2010,46.56,72.9875,64.07,51.94
2010-02-11,11-Feb-2010,46.46,72.6541,64.02,51.66
2010-02-15,15-Feb-2010,46.38,72.5708,63.0,51.46
2010-02-16,16-Feb-2010,46.18,72.4841,62.98,51.41
2010-02-17,17-Feb-2010,46.02,72.6012,63.36,50.94
2010-02-18,18-Feb-2010,46.22,72.3643,62.76,50.86
2010-02-19,19-Feb-2010,46.47,71.5034,62.56,50.55
2010-02-22,22-Feb-2010,46.16,71.4211,62.92,50.34
2010-02-23,23-Feb-2010,46.13,71.5891,62.84,50.63
2010-02-24,24-Feb-2010,46.25,71.4724,62.63,51.27
2010-02-25,25-Feb-2010,46.36,71.0467,62.42,51.82
2010-02-26,26-Feb-2010,46.23,70.6579,62.81,51.73
2010-03-02,02-Mar-2010,46.02,68.7217,62.31,51.51
2010-03-03,03-Mar-2010,45.9,68.9418,62.58,51.65
2010-03-04,04-Mar-2010,45.82,68.9866,62.61,51.9
2010-03-05,05-Mar-2010,45.78,68.8348,62.15,51.25
2010-03-08,08-Mar-2010,45.43,68.8424,62.12,50.24
2010-03-09,09-Mar-2010,45.54,68.4239,62.01,50.59
2010-03-10,10-Mar-2010,45.41,68.006,61.75,50.42
2010-03-11,11-Mar-2010,45.47,68.0891,62.02,50.31
2010-03-12,12-Mar-2010,45.45,68.4886,62.27,50.14
2010-03-15,15-Mar-2010,45.58,69.0993,62.59,50.31
2010-03-17,17-Mar-2010,45.41,69.0981,62.55,50.13
2010-03-18,18-Mar-2010,45.49,69.577,62.22,50.46
2010-03-19,19-Mar-2010,45.48,69.0932,61.89,50.28
2010-03-22,22-Mar-2010,45.49,68.028,61.45,50.28
2010-03-23,23-Mar-2010,45.56,68.6771,61.6,50.43
2010-03-25,25-Mar-2010,45.63,67.8906,60.71,49.57
2010-03-26,26-Mar-2010,45.34,67.4296,60.52,49.01
2010-03-29,29-Mar-2010,45.08,67.4059,60.61,48.68
2010-03-30,30-Mar-2010,44.94,67.6369,60.76,48.58
2010-03-31,31-Mar-2010,45.14,68.0328,60.56,48.44
2010-04-05,05-Apr-2010,44.73,68.1685,60.29,47.3
2010-04-06,06-Apr-2010,44.45,67.6596,59.67,47.28
2010-04-07,07-Apr-2010,44.42,67.756,59.39,47.28
2010-04-08,08-Apr-2010,44.35,67.8444,59.3,47.35
2010-04-12,12-Apr-2010,44.35,67.5008,60.5,47.57
2010-04-13,13-Apr-2010,44.62,68.6055,60.63,48.06
2010-04-15,15-Apr-2010,44.38,68.8178,60.53,47.57
2010-04-16,16-Apr-2010,44.49,68.5457,60.16,48.03
2010-04-19,19-Apr-2010,44.6,68.0306,60.05,48.49
2010-04-20,20-Apr-2010,44.61,68.2332,60.01,48.17
2010-04-21,21-Apr-2010,44.41,68.3648,59.67,47.6
2010-04-22,22-Apr-2010,44.45,68.7219,59.57,47.75
2010-04-23,23-Apr-2010,44.54,68.2642,58.91,47.67
2010-04-26,26-Apr-2010,44.33,68.399,59.19,47.02
2010-04-27,27-Apr-2010,44.45,68.6397,59.43,47.38
2010-04-28,28-Apr-2010,44.6,68.0797,58.9,47.78
2010-04-29,29-Apr-2010,44.57,67.6706,58.88,47.42
2010-04-30,30-Apr-2010,44.44,68.3132,58.94,47.25
2010-05-03,03-May-2010,44.56,67.9473,59.0,47.38
2010-05-04,04-May-2010,44.56,67.8872,58.72,46.93
2010-05-05,05-May-2010,44.87,68.0364,58.27,47.34
2010-05-06,06-May-2010,45.4,68.4337,57.91,48.4
2010-05-07,07-May-2010,45.58,67.0505,57.81,49.52
2010-05-10,10-May-2010,44.96,66.86,58.34,48.36
2010-05-11,11-May-2010,45.14,66.6808,57.28,48.81
2010-05-12,12-May-2010,45.33,67.5213,57.28,48.93
2010-05-13,13-May-2010,44.99,66.9091,56.98,48.18
2010-05-14,14-May-2010,45.1,65.6859,56.57,48.59
2010-05-17,17-May-2010,45.72,65.6471,56.19,49.66
2010-05-18,18-May-2010,45.55,65.9268,56.37,49.16
2010-05-19,19-May-2010,46.0,65.8743,56.07,50.0
2010-05-20,20-May-2010,46.75,66.9998,57.69,51.36
2010-05-21,21-May-2010,46.95,67.6643,59.03,52.06
2010-05-24,24-May-2010,46.67,67.6435,58.38,51.65
2010-05-25,25-May-2010,47.4,67.9621,58.19,52.82
2010-05-26,26-May-2010,47.57,68.3843,58.43,52.71
2010-05-28,28-May-2010,46.54,67.7809,57.38,51.05
2010-05-31,31-May-2010,46.45,67.3293,57.17,50.78
2010-06-01,01-Jun-2010,46.69,67.7379,57.26,51.21
2010-06-02,02-Jun-2010,47.19,69.4826,57.59,51.61
2010-06-04,04-Jun-2010,46.67,68.3365,56.85,50.36
2010-06-07,07-Jun-2010,47.28,68.2369,56.38,51.87
2010-06-08,08-Jun-2010,46.95,68.0517,56.13,51.12
2010-06-09,09-Jun-2010,46.98,67.9025,56.2,51.38
2010-06-10,10-Jun-2010,46.98,68.4663,56.58,51.61
2010-06-11,11-Jun-2010,46.82,68.9729,56.66,51.14
2010-06-14,14-Jun-2010,46.57,68.2344,56.81,50.66
2010-06-15,15-Jun-2010,46.73,68.6791,56.92,51.25
2010-06-16,16-Jun-2010,46.35,68.6745,57.16,50.61
2010-06-17,17-Jun-2010,46.5,68.3643,57.09,50.92
2010-06-18,18-Jun-2010,46.14,68.4671,57.18,50.82
2010-06-21,21-Jun-2010,45.64,68.0607,56.83,50.29
2010-06-22,22-Jun-2010,46.04,67.863,56.67,50.73
2010-06-23,23-Jun-2010,46.31,68.687,56.85,51.23
2010-06-24,24-Jun-2010,46.24,69.2629,57.05,51.48
2010-06-25,25-Jun-2010,46.54,69.6331,57.39,51.99
2010-06-28,28-Jun-2010,46.16,69.3692,57.03,51.64
2010-06-29,29-Jun-2010,46.52,70.0824,56.93,52.37
2010-06-30,30-Jun-2010,46.6,70.0724,56.94,52.61
2010-07-01,01-Jul-2010,46.68,69.5812,56.99,52.83
2010-07-02,02-Jul-2010,46.68,70.7879,58.29,53.03
2010-07-05,05-Jul-2010,46.69,70.9244,58.57,53.1
2010-07-06,06-Jul-2010,46.8,71.0073,58.77,53.33
2010-07-07,07-Jul-2010,47.08,71.2085,59.27,53.94
2010-07-08,08-Jul-2010,46.85,71.3666,59.32,53.05
2010-07-09,09-Jul-2010,46.75,70.9221,59.36,52.81
2010-07-12,12-Jul-2010,46.73,69.9408,58.8,52.63
2010-07-13,13-Jul-2010,46.93,70.3082,58.9,52.95
2010-07-14,14-Jul-2010,46.63,70.9219,59.29,52.43
2010-07-15,15-Jul-2010,46.74,71.3089,59.47,53.06
2010-07-16,16-Jul-2010,46.8,72.0814,60.37,53.66
2010-07-19,19-Jul-2010,47.08,71.9335,60.62,54.36
2010-07-20,20-Jul-2010,47.1,72.0489,61.29,54.14
2010-07-21,21-Jul-2010,47.25,72.3209,60.98,54.2
2010-07-22,22-Jul-2010,47.33,71.7546,60.38,54.78
2010-07-23,23-Jul-2010,47.0,71.8795,60.53,53.97
2010-07-26,26-Jul-2010,46.86,72.5205,60.64,53.59
2010-07-27,27-Jul-2010,46.76,72.5715,60.8,53.75
2010-07-28,28-Jul-2010,46.57,72.6678,60.62,53.01
2010-07-29,29-Jul-2010,46.63,72.8687,60.74,53.39
2010-07-30,30-Jul-2010,46.46,72.5357,60.73,53.7
2010-08-02,02-Aug-2010,46.19,72.7377,60.42,53.34
2010-08-03,03-Aug-2010,46.22,73.4574,60.81,53.43
2010-08-04,04-Aug-2010,46.22,73.6862,61.07,54.06
2010-08-05,05-Aug-2010,46.23,73.4595,60.8,53.67
2010-08-06,06-Aug-2010,46.02,73.2086,60.7,53.42
2010-08-09,09-Aug-2010,46.07,73.659,61.26,53.85
2010-08-10,10-Aug-2010,46.3,73.1586,60.93,53.93
2010-08-11,11-Aug-2010,46.54,73.4262,60.78,54.54
2010-08-12,12-Aug-2010,46.94,73.67,60.54,55.0
2010-08-13,13-Aug-2010,46.58,72.7906,60.05,54.1
2010-08-16,16-Aug-2010,46.78,73.0938,59.87,54.49
2010-08-17,17-Aug-2010,46.68,73.1476,59.98,54.74
2010-08-18,18-Aug-2010,46.64,72.4179,59.88,54.55
2010-08-20,20-Aug-2010,46.58,72.3993,59.66,54.58
2010-08-23,23-Aug-2010,46.61,72.5974,59.28,54.58
2010-08-24,24-Aug-2010,46.79,72.2157,59.19,55.08
2010-08-25,25-Aug-2010,46.93,72.3262,59.35,55.66
2010-08-26,26-Aug-2010,46.81,72.8574,59.45,55.25
2010-08-27,27-Aug-2010,46.86,72.6681,59.59,55.31
2010-08-30,30-Aug-2010,46.84,72.7777,59.67,55.13
2010-08-31,31-Aug-2010,47.08,72.635,59.5,55.96
2010-09-01,01-Sep-2010,46.87,72.222,59.6,55.53
2010-09-02,02-Sep-2010,46.78,72.1418,59.94,55.57
2010-09-03,03-Sep-2010,46.67,71.9861,59.82,55.4
2010-09-06,06-Sep-2010,46.48,71.958,60.01,55.12
2010-09-07,07-Sep-2010,46.71,71.7816,59.76,55.59
2010-09-08,08-Sep-2010,46.7,71.8806,59.43,55.89
2010-09-09,09-Sep-2010,46.56,71.8374,59.11,55.65
2010-09-13,13-Sep-2010,46.31,71.674,59.39,55.23
2010-09-14,14-Sep-2010,46.37,71.229,59.63,55.47
2010-09-15,15-Sep-2010,46.37,71.8387,60.17,54.65
2010-09-16,16-Sep-2010,46.3,72.1933,60.14,54.25
2010-09-17,17-Sep-2010,45.97,72.166,60.34,53.65
2010-09-20,20-Sep-2010,45.61,71.4093,59.63,53.23
2010-09-21,21-Sep-2010,45.73,71.2405,59.84,53.44
2010-09-22,22-Sep-2010,45.53,71.432,60.58,53.6
2010-09-23,23-Sep-2010,45.59,71.4236,61.1,53.9
2010-09-24,24-Sep-2010,45.54,71.3976,60.75,53.79
2010-09-27,27-Sep-2010,45.04,71.2961,60.62,53.46
2010-09-28,28-Sep-2010,45.13,71.3099,60.66,53.59
2010-09-29,29-Sep-2010,44.92,71.1421,61.0,53.7
2010-10-01,01-Oct-2010,44.68,70.2079,60.96,53.53
2010-10-04,04-Oct-2010,44.37,70.0891,61.13,53.25
2010-10-05,05-Oct-2010,44.72,70.7292,61.34,53.43
2010-10-06,06-Oct-2010,44.3,70.4592,61.34,53.26
2010-10-07,07-Oct-2010,44.28,70.3211,61.7,53.46
2010-10-08,08-Oct-2010,44.38,70.3711,61.8,53.87
2010-10-11,11-Oct-2010,44.3,70.6031,61.93,54.05
2010-10-12,12-Oct-2010,44.74,70.989,61.81,54.68
2010-10-13,13-Oct-2010,44.5,70.4969,62.09,54.37
2010-10-14,14-Oct-2010,44.18,70.6504,62.25,54.41
2010-10-15,15-Oct-2010,44.03,70.5471,61.95,54.24
2010-10-18,18-Oct-2010,44.26,70.4,61.45,54.52
2010-10-19,19-Oct-2010,44.46,70.5069,61.85,54.6
2010-10-20,20-Oct-2010,44.29,69.6726,61.05,54.47
2010-10-21,21-Oct-2010,44.36,70.1842,61.95,54.78
2010-10-22,22-Oct-2010,44.46,69.9845,62.07,54.84
2010-10-25,25-Oct-2010,44.36,69.9225,62.33,54.94
2010-10-26,26-Oct-2010,44.43,70.1017,62.07,55.03
2010-10-27,27-Oct-2010,44.52,70.4663,61.47,54.5
2010-10-28,28-Oct-2010,44.49,70.401,61.56,54.6
2010-10-29,29-Oct-2010,44.54,70.9255,61.81,55.21
2010-11-01,01-Nov-2010,44.42,71.4052,62.16,55.22
2010-11-02,02-Nov-2010,44.43,71.3724,61.92,55.16
2010-11-03,03-Nov-2010,44.36,71.098,62.11,55.0
2010-11-04,04-Nov-2010,44.32,71.4616,62.59,54.84
2010-11-08,08-Nov-2010,44.26,71.4224,61.81,54.49
2010-11-09,09-Nov-2010,44.4,71.5906,61.58,54.89
2010-11-10,10-Nov-2010,44.39,71.0329,61.11,54.25
2010-11-11,11-Nov-2010,44.25,71.4372,60.96,53.81
2010-11-12,12-Nov-2010,44.64,71.6293,60.73,54.2
2010-11-15,15-Nov-2010,45.14,72.7386,61.74,54.43
2010-11-16,16-Nov-2010,45.22,72.5442,61.55,54.52
2010-11-18,18-Nov-2010,45.45,72.395,61.8,54.64
2010-11-19,19-Nov-2010,45.26,72.6016,61.78,54.25
2010-11-22,22-Nov-2010,45.29,72.5433,62.27,54.28
2010-11-23,23-Nov-2010,45.61,72.5518,61.8,54.5
2010-11-24,24-Nov-2010,45.66,72.177,61.12,54.9
2010-11-25,25-Nov-2010,45.64,71.9127,60.81,54.68
2010-11-26,26-Nov-2010,45.74,71.8873,60.84,54.54
2010-11-29,29-Nov-2010,45.81,71.5186,60.66,54.5
2010-11-30,30-Nov-2010,46.04,71.6106,60.36,54.77
2010-12-01,01-Dec-2010,45.7,71.1869,59.53,54.75
2010-12-02,02-Dec-2010,45.37,70.877,59.52,53.94
2010-12-03,03-Dec-2010,45.09,70.4712,59.63,53.94
2010-12-06,06-Dec-2010,44.85,70.6163,59.92,54.13
2010-12-07,07-Dec-2010,44.84,70.614,59.72,54.27
2010-12-08,08-Dec-2010,45.12,70.8091,59.63,53.73
2010-12-09,09-Dec-2010,45.17,71.4793,60.04,53.81
2010-12-10,10-Dec-2010,45.22,71.4114,59.99,54.03
2010-12-13,13-Dec-2010,45.25,71.4181,59.69,53.79
2010-12-14,14-Dec-2010,45.01,71.4151,60.31,53.94
2010-12-15,15-Dec-2010,45.32,71.2362,60.27,54.04
2010-12-16,16-Dec-2010,45.39,70.6632,60.05,53.89
2010-12-20,20-Dec-2010,45.38,70.4252,59.77,54.1
2010-12-21,21-Dec-2010,45.26,70.3884,59.61,54.08
2010-12-22,22-Dec-2010,45.13,69.9019,59.32,53.89
2010-12-23,23-Dec-2010,45.02,69.4208,59.12,54.16
2010-12-24,24-Dec-2010,45.23,69.9256,59.34,54.5
2010-12-27,27-Dec-2010,45.15,69.7071,59.32,54.55
2010-12-28,28-Dec-2010,45.17,69.887,59.75,54.8
2010-12-29,29-Dec-2010,45.12,69.4284,59.22,54.87
2010-12-30,30-Dec-2010,44.9,69.6938,59.47,55.16
2010-12-31,31-Dec-2010,44.81,69.2852,59.81,55.06
2011-01-03,03-Jan-2011,44.67,69.4484,59.37,54.97
2011-01-04,04-Jan-2011,44.84,69.3249,59.79,54.56
2011-01-05,05-Jan-2011,45.2,70.2724,59.99,55.09
2011-01-06,06-Jan-2011,45.31,70.2645,59.56,54.48
2011-01-07,07-Jan-2011,45.37,70.0377,58.93,54.34
2011-01-10,10-Jan-2011,45.44,70.6115,58.63,54.68
2011-01-11,11-Jan-2011,45.32,70.5428,58.7,54.57
2011-01-12,12-Jan-2011,45.16,70.6438,58.68,54.34
2011-01-13,13-Jan-2011,45.13,71.0549,59.1,54.33
2011-01-14,14-Jan-2011,45.3,71.7326,60.4,54.84
2011-01-17,17-Jan-2011,45.59,72.3126,60.73,54.99
2011-01-18,18-Jan-2011,45.53,72.5566,60.62,55.18
2011-01-19,19-Jan-2011,45.38,72.7124,61.15,55.15
2011-01-20,20-Jan-2011,45.58,72.732,61.45,55.53
2011-01-21,21-Jan-2011,45.7,72.7818,61.65,55.14
2011-01-24,24-Jan-2011,45.58,72.7913,62.01,55.08
2011-01-25,25-Jan-2011,45.53,72.7797,62.14,55.24
2011-01-27,27-Jan-2011,45.57,72.5019,62.46,55.44
2011-01-28,28-Jan-2011,45.74,72.7312,62.73,55.34
2011-01-31,31-Jan-2011,45.95,72.9525,62.54,56.02
2011-02-01,01-Feb-2011,45.81,73.5892,62.84,55.95
2011-02-02,02-Feb-2011,45.63,73.7267,63.16,55.99
2011-02-03,03-Feb-2011,45.63,73.8932,62.96,55.9
2011-02-04,04-Feb-2011,45.64,73.6698,62.24,55.91
2011-02-07,07-Feb-2011,45.59,73.5845,62.04,55.44
2011-02-08,08-Feb-2011,45.39,73.3094,61.84,55.17
2011-02-09,09-Feb-2011,45.33,72.8906,61.86,55.03
2011-02-10,10-Feb-2011,45.58,73.3656,62.41,55.19
2011-02-11,11-Feb-2011,45.76,73.3899,62.02,54.79
2011-02-14,14-Feb-2011,45.5,73.0685,61.63,54.69
2011-02-15,15-Feb-2011,45.45,72.9086,61.43,54.43
2011-02-17,17-Feb-2011,45.38,73.0845,61.6,54.28
2011-02-18,18-Feb-2011,45.18,73.0402,61.43,54.25
2011-02-21,21-Feb-2011,45.11,73.2519,61.7,54.24
2011-02-22,22-Feb-2011,45.2,73.0703,61.41,54.25
2011-02-23,23-Feb-2011,45.2,73.1675,61.88,54.68
2011-02-24,24-Feb-2011,45.37,73.5425,62.39,55.28
2011-02-25,25-Feb-2011,45.37,73.2499,62.68,55.34
2011-02-28,28-Feb-2011,45.18,77.7872,62.15,55.32
2011-03-01,01-Mar-2011,45.12,73.4305,62.32,54.91
2011-03-03,03-Mar-2011,44.96,73.3747,62.33,54.93
2011-03-04,04-Mar-2011,44.99,73.2392,62.8,54.64
2011-03-07,07-Mar-2011,45.13,73.3588,63.06,54.84
2011-03-08,08-Mar-2011,45.03,72.9756,62.94,54.68
2011-03-09,09-Mar-2011,45.02,72.7028,62.54,54.31
2011-03-10,10-Mar-2011,45.11,72.9068,62.56,54.44
2011-03-11,11-Mar-2011,45.21,72.5462,62.43,54.33
2011-03-14,14-Mar-2011,45.15,72.5877,62.95,55.0
2011-03-15,15-Mar-2011,45.27,72.9481,63.08,55.36
2011-03-16,16-Mar-2011,45.18,72.5862,63.13,55.92
2011-03-17,17-Mar-2011,45.24,72.5672,63.0,57.14
2011-03-18,18-Mar-2011,45.09,72.8226,63.43,55.19
2011-03-21,21-Mar-2011,45.05,73.0508,63.81,55.65
2011-03-22,22-Mar-2011,44.97,73.3461,63.98,55.59
2011-03-23,23-Mar-2011,44.96,73.5658,63.68,55.6
2011-03-24,24-Mar-2011,44.77,72.6617,63.06,55.3
2011-03-25,25-Mar-2011,44.65,71.9111,63.28,55.14
2011-03-28,28-Mar-2011,44.78,71.639,62.96,55.81
2011-03-29,29-Mar-2011,44.67,71.6283,63.09,54.7
2011-03-30,30-Mar-2011,44.77,71.6947,63.02,54.01
2011-03-31,31-Mar-2011,44.65,71.9289,63.24,54.02
2011-04-05,05-Apr-2011,44.45,71.5889,63.01,52.69
2011-04-06,06-Apr-2011,44.2,72.2493,63.09,51.85
2011-04-07,07-Apr-2011,44.22,71.9703,63.23,51.86
2011-04-08,08-Apr-2011,44.04,72.197,63.4,51.75
2011-04-11,11-Apr-2011,44.2,72.2626,63.9,52.14
2011-04-13,13-Apr-2011,44.48,72.3667,64.42,52.9
2011-04-15,15-Apr-2011,44.52,72.7167,64.41,53.48
2011-04-18,18-Apr-2011,44.27,72.0782,63.66,53.4
2011-04-19,19-Apr-2011,44.68,72.5603,63.53,54.18
2011-04-20,20-Apr-2011,44.38,72.5569,63.92,53.54
2011-04-21,21-Apr-2011,44.3,72.9244,64.69,54.0
2011-04-25,25-Apr-2011,44.45,73.3536,64.78,54.07
2011-04-26,26-Apr-2011,44.59,73.4397,64.81,54.56
2011-04-27,27-Apr-2011,44.4,73.26,65.17,54.29
2011-04-28,28-Apr-2011,44.33,74.1397,65.78,54.24
2011-04-29,29-Apr-2011,44.38,73.8794,65.83,54.42
2011-05-02,02-May-2011,44.3,73.899,65.57,54.37
2011-05-03,03-May-2011,44.34,73.6953,65.75,54.76
2011-05-04,04-May-2011,44.59,73.4219,66.04,55.09
2011-05-05,05-May-2011,44.57,73.5828,66.23,55.48
2011-05-06,06-May-2011,44.78,73.428,65.27,55.29
2011-05-09,09-May-2011,44.7,73.2253,64.43,55.45
2011-05-10,10-May-2011,44.73,73.2074,63.9,55.6
2011-05-11,11-May-2011,44.69,73.124,64.39,55.3
2011-05-12,12-May-2011,44.79,73.1936,63.59,55.28
2011-05-13,13-May-2011,44.91,73.0596,64.03,55.67
2011-05-16,16-May-2011,45.07,72.9728,63.57,55.69
2011-05-18,18-May-2011,45.08,73.3452,64.3,55.55
2011-05-19,19-May-2011,44.98,72.6832,64.16,55.11
2011-05-20,20-May-2011,44.93,72.9169,64.34,54.99
2011-05-23,23-May-2011,45.28,73.3038,63.61,55.32
2011-05-24,24-May-2011,45.25,72.8231,63.58,55.33
2011-05-25,25-May-2011,45.38,73.3137,63.7,55.43
2011-05-26,26-May-2011,45.29,73.8408,64.18,55.38
2011-05-27,27-May-2011,45.21,74.3094,64.4,55.79
2011-05-30,30-May-2011,45.1,74.2729,64.35,55.8
2011-05-31,31-May-2011,45.03,74.4323,64.75,55.29
2011-06-01,01-Jun-2011,44.89,73.8463,64.76,55.17
2011-06-02,02-Jun-2011,44.94,73.4612,64.58,55.47
2011-06-03,03-Jun-2011,44.85,73.2916,64.89,55.59
2011-06-06,06-Jun-2011,44.72,73.4638,65.47,55.67
2011-06-07,07-Jun-2011,44.74,73.2528,65.48,55.72
2011-06-08,08-Jun-2011,44.61,73.2786,65.47,55.79
2011-06-09,09-Jun-2011,44.72,73.4705,65.38,55.83
2011-06-10,10-Jun-2011,44.72,72.9271,64.72,55.83
2011-06-14,14-Jun-2011,44.77,73.4519,64.55,55.76
2011-06-15,15-Jun-2011,44.68,73.0451,64.29,55.53
2011-06-16,16-Jun-2011,44.9,72.5449,63.39,55.56
2011-06-17,17-Jun-2011,44.93,72.4272,63.62,55.73
2011-06-20,20-Jun-2011,44.99,72.5981,64.01,56.11
2011-06-21,21-Jun-2011,44.91,72.8957,64.48,56.0
2011-06-22,22-Jun-2011,44.82,72.837,64.58,55.85
2011-06-23,23-Jun-2011,44.93,72.0879,64.21,55.86
2011-06-24,24-Jun-2011,44.94,71.8928,64.09,55.83
2011-06-27,27-Jun-2011,45.1,71.8781,63.75,55.87
2011-06-28,28-Jun-2011,45.05,71.9156,64.34,55.78
2011-06-29,29-Jun-2011,44.94,71.9107,64.6,55.48
2011-06-30,30-Jun-2011,44.72,71.9567,64.79,55.59
2011-07-01,01-Jul-2011,44.5855,71.7514,64.8018,55.33
2011-07-04,04-Jul-2011,44.4595,71.5287,64.625,55.07
2011-07-05,05-Jul-2011,44.4988,71.247,64.3968,54.9
2011-07-06,06-Jul-2011,44.383,71.2436,64.1591,54.88
2011-07-07,07-Jul-2011,44.4173,70.9522,63.6291,54.86
2011-07-08,08-Jul-2011,44.3263,70.7448,63.6456,54.55
2011-07-11,11-Jul-2011,44.3705,70.8375,62.9578,54.93
2011-07-12,12-Jul-2011,44.6878,70.8749,62.2589,55.96
2011-07-13,13-Jul-2011,44.588,71.0733,62.3994,56.16
2011-07-14,14-Jul-2011,44.5278,71.8011,63.1503,56.37
2011-07-15,15-Jul-2011,44.5262,71.9098,62.9779,56.24
2011-07-18,18-Jul-2011,44.5743,71.7513,62.5955,56.42
2011-07-19,19-Jul-2011,44.5868,71.622,62.782,56.44
2011-07-20,20-Jul-2011,44.4603,71.67,62.9435,56.26
2011-07-21,21-Jul-2011,44.4328,71.8967,63.4095,56.38
2011-07-22,22-Jul-2011,44.3763,72.3422,63.8745,56.45
2011-07-25,25-Jul-2011,44.416,72.4914,63.8654,56.67
2011-07-26,26-Jul-2011,44.2873,72.3654,64.1666,56.73
2011-07-27,27-Jul-2011,43.9485,72.1217,63.6663,56.59
2011-07-28,28-Jul-2011,44.1263,72.0538,63.3322,56.72
2011-07-29,29-Jul-2011,44.1553,72.1034,63.1018,56.95
2011-08-01,01-Aug-2011,44.0485,72.4047,63.4633,56.69
2011-08-02,02-Aug-2011,44.2288,72.0907,62.985,57.16
2011-08-03,03-Aug-2011,44.3795,72.2054,62.8711,57.5
2011-08-04,04-Aug-2011,44.4163,72.6984,63.5501,55.93
2011-08-05,05-Aug-2011,44.803,72.8586,63.111,57.02
2011-08-08,08-Aug-2011,44.962,73.9423,64.5563,57.78
2011-08-09,09-Aug-2011,45.1745,73.7157,64.2588,58.42
2011-08-10,10-Aug-2011,45.2058,73.5092,64.7633,58.85
2011-08-11,11-Aug-2011,45.2713,73.335,64.5821,59.11
2011-08-12,12-Aug-2011,45.374,73.5308,64.366,59.06
2011-08-16,16-Aug-2011,45.249,73.8803,65.062,58.93
2011-08-17,17-Aug-2011,45.3695,74.558,65.3355,59.17
2011-08-18,18-Aug-2011,45.6105,75.3235,65.6845,59.5
2011-08-22,22-Aug-2011,45.9483,75.7619,66.0129,59.88
2011-08-23,23-Aug-2011,45.689,75.2909,65.7742,59.54
2011-08-24,24-Aug-2011,45.7695,75.5769,65.9745,59.76
2011-08-25,25-Aug-2011,46.1285,75.5193,66.259,59.84
2011-08-26,26-Aug-2011,46.0528,75.1996,66.4788,59.73
2011-08-29,29-Aug-2011,45.8708,75.1455,66.6795,59.78
2011-08-30,30-Aug-2011,46.019,75.4251,66.6958,59.98
2011-09-02,02-Sep-2011,45.8965,74.3133,65.4075,59.76
2011-09-05,05-Sep-2011,45.9375,74.2763,64.9718,59.87
2011-09-06,06-Sep-2011,46.127,74.1814,64.878,60.05
2011-09-07,07-Sep-2011,46.0218,73.605,64.7758,59.57
2011-09-08,08-Sep-2011,46.1775,73.6462,64.9545,59.7
2011-09-09,09-Sep-2011,46.3843,74.0085,64.4825,59.87
2011-09-12,12-Sep-2011,46.9735,74.2181,63.6609,60.98
2011-09-13,13-Sep-2011,47.0963,74.6406,64.4222,61.16
2011-09-14,14-Sep-2011,47.8055,75.1622,65.1143,62.19
2011-09-15,15-Sep-2011,47.8435,75.4014,65.677,62.38
2011-09-16,16-Sep-2011,47.467,74.9599,65.7906,61.81
2011-09-19,19-Sep-2011,47.792,75.0573,65.3544,62.18
2011-09-20,20-Sep-2011,48.2225,75.6322,65.6462,63.02
2011-09-21,21-Sep-2011,47.89,75.3094,65.6372,62.8
2011-09-22,22-Sep-2011,48.8205,75.4814,66.1025,63.61
2011-09-23,23-Sep-2011,49.673,76.5064,66.9815,65.1
2011-09-26,26-Sep-2011,49.617,76.6781,66.471,65.03
2011-09-27,27-Sep-2011,49.1775,76.653,66.6331,64.41
2011-09-28,28-Sep-2011,48.912,76.5326,66.4313,63.93
2011-09-29,29-Sep-2011,48.9253,76.5192,66.6458,63.9
2011-10-03,03-Oct-2011,49.424,76.7209,65.8478,64.15
2011-10-04,04-Oct-2011,49.225,76.0674,65.064,64.25
2011-10-05,05-Oct-2011,49.1918,75.9177,65.4394,64.14
2011-10-07,07-Oct-2011,49.1355,75.9733,65.9981,64.11
2011-10-10,10-Oct-2011,49.071,76.6538,66.167,63.95
